Cust Key,Cust Name,Cust Address,Cust City,Cust State,Cust Zip Code,Cust County,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program,AGE_GROUP,CIVIL_STATUS,CUST_ADDRESS,CUST_AGE,CUST_CITY,CUST_COUNTY,CUST_GENDER,CUST_KEY,CUST_NAME,CUST_REGION,CUST_SINCE,CUST_STATE,CUST_TYPE,CUST_ZIP_CODE,BIRTHDAY_MONTH,BIRTHDAY_DAY,DOWNLOADED_APP,LOYALTY_TIER,LOYALTY_PROGRAM,Updated At,Updated By
145,Bree Nelson,458 Charterhouse Pass,Buena Park,California,90620,"Orange County, California",West,2024-08-25 00:00:00,Individual,Female,33,18-35,Divorced,0,18-35,Divorced,458 Charterhouse Pass,33.0,Buena Park,"Orange County, California",Female,145.0,Bree Nelson,West,2024-08-25,California,Individual,90620,,,,,0,,
147,Kurt Utterson,164 Cliff Crossroad,Costa Mesa,California,92628,"Orange County, California",West,2014-08-24 00:00:00,Individual,Male,29,18-35,Widowed,0,18-35,Widowed,164 Cliff Crossroad,29.0,Costa Mesa,"Orange County, California",Male,147.0,Kurt Utterson,West,2014-08-24,California,Individual,92628,,,,,0,,
149,Josh Hall,987 Elystan Road,Eagan,Minnesota,55122,"Dakota County, Minnesota",Midwest,2024-08-16 00:00:00,Individual,Male,35,18-35,Divorced,1,18-35,Divorced,987 Elystan Road,35.0,Eagan,"Dakota County, Minnesota",Male,149.0,Josh Hall,Midwest,2024-08-16,Minnesota,Individual,55122,9.0,15.0,1.0,at_risk,1,,
152,Nick Gibson,572 Birkin Crossroad,Charlotte,North Carolina,28228,"Mecklenburg County, North Carolina",South,2009-03-28 00:00:00,Individual,Male,55,36-55,Divorced,0,36-55,Divorced,572 Birkin Crossroad,55.0,Charlotte,"Mecklenburg County, North Carolina",Male,152.0,Nick Gibson,South,2009-03-28,North Carolina,Individual,28228,,,,,0,,
155,Maya Newton,450 Cable Street,Lynchburg,Virginia,24501,"Lynchburg (city) County, Virginia",East,2010-03-30 00:00:00,Individual,Female,40,36-55,Married,1,36-55,Married,450 Cable Street,40.0,Lynchburg,"Lynchburg (city) County, Virginia",Female,155.0,Maya Newton,East,2010-03-30,Virginia,Individual,24501,3.0,21.0,0.0,platinum_member,1,,
157,Hailey May,939 Sheffield Grove,Warwick,Rhode Island,02886,"Kent County, Rhode Island",East,2015-04-05 00:00:00,Individual,Female,77,56+,Widowed,0,56+,Widowed,939 Sheffield Grove,77.0,Warwick,"Kent County, Rhode Island",Female,157.0,Hailey May,East,2015-04-05,Rhode Island,Individual,02886,,,,,0,,
161,Gil Cork,842 Longmoore Vale,Austin,Texas,78710,"Travis County, Texas",Southwest,2015-01-08 00:00:00,Individual,Male,41,36-55,Divorced,0,36-55,Divorced,842 Longmoore Vale,41.0,Austin,"Travis County, Texas",Male,161.0,Gil Cork,Southwest,2015-01-08,Texas,Individual,78710,,,,,0,,
163,Ethan Fall,205 Archery Route,Fall River,Massachusetts,02720,"Bristol County, Massachusetts",East,2023-08-16 00:00:00,Individual,Male,27,18-35,Single,1,18-35,Single,205 Archery Route,27.0,Fall River,"Bristol County, Massachusetts",Male,163.0,Ethan Fall,East,2023-08-16,Massachusetts,Individual,02720,8.0,27.0,1.0,platinum_member,1,,
164,Angel Shaw,484 Beechen Road,Gastonia,North Carolina,28052,"Gaston County, North Carolina",South,2021-09-27 00:00:00,Individual,Female,49,36-55,Divorced,0,36-55,Divorced,484 Beechen Road,49.0,Gastonia,"Gaston County, North Carolina",Female,164.0,Angel Shaw,South,2021-09-27,North Carolina,Individual,28052,,,,,0,,
167,Cherish Roth,230 Woodland Drive,Asheville,North Carolina,28801,"Buncombe County, North Carolina",South,2012-07-30 00:00:00,Individual,Female,22,18-35,Married,1,18-35,Married,230 Woodland Drive,22.0,Asheville,"Buncombe County, North Carolina",Female,167.0,Cherish Roth,South,2012-07-30,North Carolina,Individual,28801,2.0,7.0,0.0,platinum_member,1,,
169,Liam Jackson,351 Ernest Route,Minneapolis,Minnesota,55401,"Hennepin County, Minnesota",Midwest,2021-09-09 00:00:00,Individual,Male,47,36-55,Single,1,36-55,Single,351 Ernest Route,47.0,Minneapolis,"Hennepin County, Minnesota",Male,169.0,Liam Jackson,Midwest,2021-09-09,Minnesota,Individual,55401,8.0,6.0,1.0,,1,,
173,Benjamin Lynn,383 Sheraton Walk,Costa Mesa,California,92628,"Orange County, California",West,2021-09-28 00:00:00,Individual,Male,28,18-35,Single,0,18-35,Single,383 Sheraton Walk,28.0,Costa Mesa,"Orange County, California",Male,173.0,Benjamin Lynn,West,2021-09-28,California,Individual,92628,,,,,0,,
174,Nick Grey,113 Gatonby Walk,Gastonia,North Carolina,28052,"Gaston County, North Carolina",South,2021-10-04 00:00:00,Individual,Male,36,36-55,Single,0,36-55,Single,113 Gatonby Walk,36.0,Gastonia,"Gaston County, North Carolina",Male,174.0,Nick Grey,South,2021-10-04,North Carolina,Individual,28052,,,,,0,,
175,Boris Vince,173 Baltic Boulevard,Cincinnati,Ohio,45225,"Hamilton County, Ohio",Midwest,2016-06-21 00:00:00,Individual,Male,38,36-55,Widowed,0,36-55,Widowed,173 Baltic Boulevard,38.0,Cincinnati,"Hamilton County, Ohio",Male,175.0,Boris Vince,Midwest,2016-06-21,Ohio,Individual,45225,,,,,0,,
177,Hank Boden,792 Enderby Rue,Columbus,Ohio,43216,"Delaware County, Ohio",Midwest,2021-01-27 00:00:00,Individual,Male,23,18-35,Single,0,18-35,Single,792 Enderby Rue,23.0,Columbus,"Delaware County, Ohio",Male,177.0,Hank Boden,Midwest,2021-01-27,Ohio,Individual,43216,,,,,0,,
179,Kenzie Smith,202 Baltic Avenue,El Paso,Texas,79910,"El Paso County, Texas",Southwest,2018-10-20 00:00:00,Individual,Female,60,56+,Single,0,56+,Single,202 Baltic Avenue,60.0,El Paso,"El Paso County, Texas",Female,179.0,Kenzie Smith,Southwest,2018-10-20,Texas,Individual,79910,,,,,0,,
181,Barney Oatway,499 Durweston Hill,Kennewick,Washington,99336,"Benton County, Washington",West,2016-04-01 00:00:00,Individual,Male,53,36-55,Widowed,1,36-55,Widowed,499 Durweston Hill,53.0,Kennewick,"Benton County, Washington",Male,181.0,Barney Oatway,West,2016-04-01,Washington,Individual,99336,8.0,29.0,1.0,platinum_member,1,,
185,Julia Crawley,828 Blackheath Grove,Lynn,Massachusetts,01901,"Essex County, Massachusetts",East,2013-05-25 00:00:00,Individual,Female,44,36-55,Divorced,1,36-55,Divorced,828 Blackheath Grove,44.0,Lynn,"Essex County, Massachusetts",Female,185.0,Julia Crawley,East,2013-05-25,Massachusetts,Individual,01901,4.0,27.0,0.0,at_risk,1,,
187,Harvey Thomas,192 Parkfields Alley,Naperville,Illinois,60540,"DuPage County, Illinois",Midwest,2010-04-14 00:00:00,Individual,Male,35,18-35,Divorced,1,18-35,Divorced,192 Parkfields Alley,35.0,Naperville,"DuPage County, Illinois",Male,187.0,Harvey Thomas,Midwest,2010-04-14,Illinois,Individual,60540,11.0,21.0,1.0,,1,,
189,Aiden Morris,242 Wadham Way,Cranston,Rhode Island,02910,"Providence County, Rhode Island",East,2021-07-17 00:00:00,Individual,Male,32,18-35,Married,1,18-35,Married,242 Wadham Way,32.0,Cranston,"Providence County, Rhode Island",Male,189.0,Aiden Morris,East,2021-07-17,Rhode Island,Individual,02910,1.0,28.0,0.0,platinum_member,1,,
191,Eduardo Blackburn,643 Camley Drive,Bailey Island,Maine,04003,"Cumberland County, Maine",East,2009-03-06 00:00:00,Individual,Male,39,36-55,Married,0,36-55,Married,643 Camley Drive,39.0,Bailey Island,"Cumberland County, Maine",Male,191.0,Eduardo Blackburn,East,2009-03-06,Maine,Individual,04003,,,,,0,,
194,Mason Pearson,783 Linden Road,Costa Mesa,California,92628,"Orange County, California",West,2008-09-06 00:00:00,Individual,Male,54,36-55,Married,0,36-55,Married,783 Linden Road,54.0,Costa Mesa,"Orange County, California",Male,194.0,Mason Pearson,West,2008-09-06,California,Individual,92628,,,,,0,,
196,Maxwell Weasley,845 Waite Way,West Covina,California,91793,"Los Angeles County, California",West,2017-01-01 00:00:00,Individual,Male,28,18-35,Divorced,0,18-35,Divorced,845 Waite Way,28.0,West Covina,"Los Angeles County, California",Male,196.0,Maxwell Weasley,West,2017-01-01,California,Individual,91793,,,,,0,,
197,Naomi Swan,143 Chantry Hill,Tacoma,Washington,98413,"Pierce County, Washington",West,2008-11-06 00:00:00,Individual,Female,80,56+,Divorced,0,56+,Divorced,143 Chantry Hill,80.0,Tacoma,"Pierce County, Washington",Female,197.0,Naomi Swan,West,2008-11-06,Washington,Individual,98413,,,,,0,,
199,Sara Stanton,638 Magnolia Crossroad,Tempe,Arizona,85282,"Maricopa County, Arizona",Southwest,2009-04-06 00:00:00,Individual,Female,37,36-55,Divorced,1,36-55,Divorced,638 Magnolia Crossroad,37.0,Tempe,"Maricopa County, Arizona",Female,199.0,Sara Stanton,Southwest,2009-04-06,Arizona,Individual,85282,2.0,27.0,1.0,,1,,
203,Logan Neville,245 Ayres Tunnel,Garland,Texas,75040,"Collin County, Texas",Southwest,2017-08-01 00:00:00,Individual,Male,32,18-35,Widowed,0,18-35,Widowed,245 Ayres Tunnel,32.0,Garland,"Collin County, Texas",Male,203.0,Logan Neville,Southwest,2017-08-01,Texas,Individual,75040,,,,,0,,
205,Alessia Connell,907 Queensberry Vale,Edinburg,Texas,78539,"Hidalgo County, Texas",Southwest,2023-02-06 00:00:00,Individual,Female,33,18-35,Divorced,0,18-35,Divorced,907 Queensberry Vale,33.0,Edinburg,"Hidalgo County, Texas",Female,205.0,Alessia Connell,Southwest,2023-02-06,Texas,Individual,78539,,,,,0,,
207,Matthew Bayliss,993 Chestnut Rise Hill,Costa Mesa,California,92628,"Orange County, California",West,2015-08-11 00:00:00,Individual,Male,73,56+,Married,1,56+,Married,993 Chestnut Rise Hill,73.0,Costa Mesa,"Orange County, California",Male,207.0,Matthew Bayliss,West,2015-08-11,California,Individual,92628,4.0,24.0,0.0,at_risk,1,,
209,Ryan Chapman,952 Elba Street,Buena Park,California,90620,"Orange County, California",West,2019-11-06 00:00:00,Individual,Male,42,36-55,Married,1,36-55,Married,952 Elba Street,42.0,Buena Park,"Orange County, California",Male,209.0,Ryan Chapman,West,2019-11-06,California,Individual,90620,12.0,21.0,0.0,at_risk,1,,
211,Domenic Morrow,2 Aberavon Road,Pittsburg,California,94565,"Contra Costa County, California",West,2022-11-13 00:00:00,Individual,Male,36,36-55,Divorced,1,36-55,Divorced,2 Aberavon Road,36.0,Pittsburg,"Contra Costa County, California",Male,211.0,Domenic Morrow,West,2022-11-13,California,Individual,94565,4.0,11.0,1.0,,1,,
212,Mike Salt,225 Beatty Grove,Bethlehem,Pennsylvania,18015,"Lehigh County, Pennsylvania",East,2018-12-28 00:00:00,Individual,Male,32,18-35,Divorced,0,18-35,Divorced,225 Beatty Grove,32.0,Bethlehem,"Lehigh County, Pennsylvania",Male,212.0,Mike Salt,East,2018-12-28,Pennsylvania,Individual,18015,,,,,0,,
215,Benny Ross,747 Duthie Alley,Bend,Oregon,97701,"Deschutes County, Oregon",West,2011-06-14 00:00:00,Individual,Male,82,56+,Divorced,0,56+,Divorced,747 Duthie Alley,82.0,Bend,"Deschutes County, Oregon",Male,215.0,Benny Ross,West,2011-06-14,Oregon,Individual,97701,,,,,0,,
216,Rufus Turner,421 Collent Alley,Duluth,Minnesota,55801,"St. Louis County, Minnesota",Midwest,2021-01-04 00:00:00,Individual,Male,23,18-35,Divorced,0,18-35,Divorced,421 Collent Alley,23.0,Duluth,"St. Louis County, Minnesota",Male,216.0,Rufus Turner,Midwest,2021-01-04,Minnesota,Individual,55801,,,,,0,,
217,Leilani Rixon,410 Ely Pass,Pompano Beach,Florida,33060,"Broward County, Florida",South,2020-07-28 00:00:00,Individual,Female,27,18-35,Widowed,0,18-35,Widowed,410 Ely Pass,27.0,Pompano Beach,"Broward County, Florida",Female,217.0,Leilani Rixon,South,2020-07-28,Florida,Individual,33060,,,,,0,,
219,Madison Payne,760 Cephas Boulevard,Jackson,Tennessee,38301,"Madison County, Tennessee",South,2022-02-16 00:00:00,Individual,Female,22,18-35,Single,1,18-35,Single,760 Cephas Boulevard,22.0,Jackson,"Madison County, Tennessee",Female,219.0,Madison Payne,South,2022-02-16,Tennessee,Individual,38301,11.0,1.0,0.0,at_risk,1,,
221,Maxwell Gonzales,75 Spruce Tunnel,Centennial,Colorado,80122,"Arapahoe County, Colorado",Southwest,2009-03-18 00:00:00,Individual,Male,35,18-35,Divorced,1,18-35,Divorced,75 Spruce Tunnel,35.0,Centennial,"Arapahoe County, Colorado",Male,221.0,Maxwell Gonzales,Southwest,2009-03-18,Colorado,Individual,80122,3.0,20.0,1.0,,1,,
222,Denis Kelly,709 Clyde Tunnel,East Orange,New Jersey,07017,"Essex County, New Jersey",East,2025-04-22 00:00:00,Individual,Male,54,36-55,Married,1,36-55,Married,709 Clyde Tunnel,54.0,East Orange,"Essex County, New Jersey",Male,222.0,Denis Kelly,East,2025-04-22,New Jersey,Individual,07017,1.0,8.0,1.0,platinum_member,1,,
223,Kurt Simpson,793 Chantry Avenue,Dallas,Texas,75260,"Dallas County, Texas",Southwest,2019-05-20 00:00:00,Individual,Male,70,56+,Widowed,1,56+,Widowed,793 Chantry Avenue,70.0,Dallas,"Dallas County, Texas",Male,223.0,Kurt Simpson,Southwest,2019-05-20,Texas,Individual,75260,3.0,22.0,1.0,at_risk,1,,
224,Marvin Woods,574 Commercial Rue,Harlingen,Texas,78550,"Cameron County, Texas",Southwest,2024-02-21 00:00:00,Individual,Male,29,18-35,Single,0,18-35,Single,574 Commercial Rue,29.0,Harlingen,"Cameron County, Texas",Male,224.0,Marvin Woods,Southwest,2024-02-21,Texas,Individual,78550,,,,,0,,
226,Benny Buckley,431 Lake Street,Roswell,Georgia,30075,"Fulton County, Georgia",South,2024-12-15 00:00:00,Individual,Male,50,36-55,Married,1,36-55,Married,431 Lake Street,50.0,Roswell,"Fulton County, Georgia",Male,226.0,Benny Buckley,South,2024-12-15,Georgia,Individual,30075,6.0,4.0,1.0,at_risk,1,,
227,John Richards,953 Lexington Road,Quincy,Massachusetts,02169,"Norfolk County, Massachusetts",East,2024-08-16 00:00:00,Individual,Male,79,56+,Married,1,56+,Married,953 Lexington Road,79.0,Quincy,"Norfolk County, Massachusetts",Male,227.0,John Richards,East,2024-08-16,Massachusetts,Individual,02169,5.0,11.0,1.0,platinum_member,1,,
228,John Thornton,425 Kinglake Lane,Kalamazoo,Michigan,49001,"Kalamazoo County, Michigan",Midwest,2008-02-23 00:00:00,Individual,Male,37,36-55,Divorced,0,36-55,Divorced,425 Kinglake Lane,37.0,Kalamazoo,"Kalamazoo County, Michigan",Male,228.0,John Thornton,Midwest,2008-02-23,Michigan,Individual,49001,,,,,0,,
230,Miriam Jobson,158 Walnut Street,Asheville,North Carolina,28801,"Buncombe County, North Carolina",South,2006-03-03 00:00:00,Individual,Female,51,36-55,Married,0,36-55,Married,158 Walnut Street,51.0,Asheville,"Buncombe County, North Carolina",Female,230.0,Miriam Jobson,South,2006-03-03,North Carolina,Individual,28801,,,,,0,,
231,Matt Dyson,858 Cleaver Route,Hillsboro,Oregon,97123,"Washington County, Oregon",West,2016-01-22 00:00:00,Individual,Male,44,36-55,Widowed,0,36-55,Widowed,858 Cleaver Route,44.0,Hillsboro,"Washington County, Oregon",Male,231.0,Matt Dyson,West,2016-01-22,Oregon,Individual,97123,,,,,0,,
233,Sebastian Cassidy,54 Commercial Alley,Bellflower,California,90706,"Los Angeles County, California",West,2006-12-19 00:00:00,Individual,Male,39,36-55,Married,0,36-55,Married,54 Commercial Alley,39.0,Bellflower,"Los Angeles County, California",Male,233.0,Sebastian Cassidy,West,2006-12-19,California,Individual,90706,,,,,0,,
235,Lorraine Clark,658 Caslon Walk,Plymouth,Minnesota,55447,"Hennepin County, Minnesota",Midwest,2014-10-12 00:00:00,Individual,Female,40,36-55,Single,0,36-55,Single,658 Caslon Walk,40.0,Plymouth,"Hennepin County, Minnesota",Female,235.0,Lorraine Clark,Midwest,2014-10-12,Minnesota,Individual,55447,,,,,0,,
239,Teagan Walsh,214 Lake Lane,South Gate,California,90280,"Los Angeles County, California",West,2007-02-20 00:00:00,Individual,Female,26,18-35,Divorced,1,18-35,Divorced,214 Lake Lane,26.0,South Gate,"Los Angeles County, California",Female,239.0,Teagan Walsh,West,2007-02-20,California,Individual,90280,10.0,30.0,1.0,at_risk,1,,
241,Lana Buckley,897 Victoria Rise Crossroad,Omaha,Nebraska,68108,"Douglas County, Nebraska",Midwest,2009-03-06 00:00:00,Individual,Female,48,36-55,Single,0,36-55,Single,897 Victoria Rise Crossroad,48.0,Omaha,"Douglas County, Nebraska",Female,241.0,Lana Buckley,Midwest,2009-03-06,Nebraska,Individual,68108,,,,,0,,
119,Harmony Gavin,766 Parkfield Vale,Ann Arbor,Michigan,48104,"Washtenaw County, Michigan",Midwest,2024-11-19 00:00:00,Individual,Female,56,56+,Divorced,1,56+,Divorced,766 Parkfield Vale,56.0,Ann Arbor,"Washtenaw County, Michigan",Female,119.0,Harmony Gavin,Midwest,2024-11-19,Michigan,Individual,48104,3.0,11.0,0.0,,1,,
229,Karla Trent,42 Bekesbourne Avenue,Bloomington,Minnesota,55437,"Hennepin County, Minnesota",Midwest,2016-02-28 00:00:00,Individual,Female,59,56+,Widowed,1,56+,Widowed,42 Bekesbourne Avenue,59.0,Bloomington,"Hennepin County, Minnesota",Female,229.0,Karla Trent,Midwest,2016-02-28,Minnesota,Individual,55437,6.0,20.0,0.0,,1,,
37,Nathan Poole,607 Lonsdale Road,Milwaukee,Wisconsin,53203,"Milwaukee County, Wisconsin",Midwest,2010-08-04 00:00:00,Individual,Male,56,56+,Divorced,1,56+,Divorced,607 Lonsdale Road,56.0,Milwaukee,"Milwaukee County, Wisconsin",Male,37.0,Nathan Poole,Midwest,2010-08-04,Wisconsin,Individual,53203,5.0,12.0,0.0,at_risk,1,,
195,Alex Bloom,240 Becklow Drive,St. Joseph,Missouri,64501,"Buchanan County, Missouri",Midwest,2013-04-14 00:00:00,Individual,Female,57,56+,Divorced,1,56+,Divorced,240 Becklow Drive,57.0,St. Joseph,"Buchanan County, Missouri",Female,195.0,Alex Bloom,Midwest,2013-04-14,Missouri,Individual,64501,5.0,10.0,0.0,,1,,
237,Ellen Squire,385 Wadham Avenue,Dearborn,Michigan,48120,"Wayne County, Michigan",Midwest,2009-08-20 00:00:00,Individual,Female,58,56+,Single,1,56+,Single,385 Wadham Avenue,58.0,Dearborn,"Wayne County, Michigan",Female,237.0,Ellen Squire,Midwest,2009-08-20,Michigan,Individual,48120,3.0,8.0,0.0,at_risk,1,,
193,Lily Sawyer,650 Cato Hill,Milwaukee,Wisconsin,53203,"Milwaukee County, Wisconsin",Midwest,2016-04-01 00:00:00,Individual,Female,60,56+,Married,0,56+,Married,650 Cato Hill,60.0,Milwaukee,"Milwaukee County, Wisconsin",Female,193.0,Lily Sawyer,Midwest,2016-04-01,Wisconsin,Individual,53203,,,,,0,,
245,Lucy Norman,182 Beatty Alley,Naperville,Illinois,60540,"DuPage County, Illinois",Midwest,2021-04-09 00:00:00,Individual,Female,63,56+,Divorced,0,56+,Divorced,182 Beatty Alley,63.0,Naperville,"DuPage County, Illinois",Female,245.0,Lucy Norman,Midwest,2021-04-09,Illinois,Individual,60540,,,,,0,,
247,Carl Larkin,238 East Drive,West Covina,California,91793,"Los Angeles County, California",West,2008-10-23 00:00:00,Individual,Male,31,18-35,Divorced,1,18-35,Divorced,238 East Drive,31.0,West Covina,"Los Angeles County, California",Male,247.0,Carl Larkin,West,2008-10-23,California,Individual,91793,12.0,26.0,1.0,platinum_member,1,,
249,Lucas Bradley,624 Kimberley Street,Stockton,California,95208,"San Joaquin County, California",West,2012-07-10 00:00:00,Individual,Male,40,36-55,Divorced,1,36-55,Divorced,624 Kimberley Street,40.0,Stockton,"San Joaquin County, California",Male,249.0,Lucas Bradley,West,2012-07-10,California,Individual,95208,11.0,19.0,1.0,,1,,
250,Dorothy Riley,834 South Alley,Lawrence,Kansas,66044,"Douglas County, Kansas",Midwest,2006-06-24 00:00:00,Individual,Female,45,36-55,Single,0,36-55,Single,834 South Alley,45.0,Lawrence,"Douglas County, Kansas",Female,250.0,Dorothy Riley,Midwest,2006-06-24,Kansas,Individual,66044,,,,,0,,
251,Roger Nielson,242 Bellenden Crossroad,Antioch,California,94509,"Contra Costa County, California",West,2016-05-30 00:00:00,Individual,Male,51,36-55,Divorced,1,36-55,Divorced,242 Bellenden Crossroad,51.0,Antioch,"Contra Costa County, California",Male,251.0,Roger Nielson,West,2016-05-30,California,Individual,94509,11.0,13.0,0.0,platinum_member,1,,
60,Jacob Kennedy,857 Hamilton Vale,Sacramento,California,95813,"Sacramento County, California",West,2008-07-30 00:00:00,Company,Male,45,36-55,Single,0,36-55,Single,857 Hamilton Vale,45.0,Sacramento,"Sacramento County, California",Male,60.0,Jacob Kennedy,West,2008-07-30,California,Company,95813,,,,,0,,
61,Rufus Olivier,77 Virginia Road,Toledo,Ohio,43601,"Lucas County, Ohio",Midwest,2013-04-28 00:00:00,Company,Male,45,36-55,Married,1,36-55,Married,77 Virginia Road,45.0,Toledo,"Lucas County, Ohio",Male,61.0,Rufus Olivier,Midwest,2013-04-28,Ohio,Company,43601,12.0,30.0,0.0,,1,,
81,Beatrice Murphy,145 Blackheath Walk,Palmdale,California,93550,"Los Angeles County, California",West,2011-02-18 00:00:00,Company,Female,45,36-55,Single,1,36-55,Single,145 Blackheath Walk,45.0,Palmdale,"Los Angeles County, California",Female,81.0,Beatrice Murphy,West,2011-02-18,California,Company,93550,4.0,21.0,1.0,,1,,
115,Domenic Armstrong,854 Collent Hill,Norfolk,Virginia,23501,"Norfolk (city) County, Virginia",East,2011-07-29 00:00:00,Company,Male,45,36-55,Married,1,36-55,Married,854 Collent Hill,45.0,Norfolk,"Norfolk (city) County, Virginia",Male,115.0,Domenic Armstrong,East,2011-07-29,Virginia,Company,23501,7.0,21.0,1.0,platinum_member,1,,
146,Marvin Collins,792 Cloth Drive,Las Vegas,Nevada,89199,"Clark County, Nevada",West,2011-10-21 00:00:00,Company,Male,45,36-55,Single,1,36-55,Single,792 Cloth Drive,45.0,Las Vegas,"Clark County, Nevada",Male,146.0,Marvin Collins,West,2011-10-21,Nevada,Company,89199,3.0,5.0,1.0,,1,,
151,Doug Wilton,129 Collent Way,Hillsboro,Oregon,97123,"Washington County, Oregon",West,2020-01-01 00:00:00,Company,Male,45,36-55,Married,1,36-55,Married,129 Collent Way,45.0,Hillsboro,"Washington County, Oregon",Male,151.0,Doug Wilton,West,2020-01-01,Oregon,Company,97123,7.0,4.0,0.0,at_risk,1,,
178,Sienna Robinson,261 Cable Hill,Yakima,Washington,98901,"Yakima County, Washington",West,2020-10-27 00:00:00,Company,Female,45,36-55,Single,1,36-55,Single,261 Cable Hill,45.0,Yakima,"Yakima County, Washington",Female,178.0,Sienna Robinson,West,2020-10-27,Washington,Company,98901,11.0,20.0,1.0,at_risk,1,,
